ref,pollster,publisher,fieldwork_start,fieldwork_end,respondents,method,question_type,qid,question,party,party_as_written,seats,pct,undecided_pct,in_model,cec_publish_date
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הרשימה המשותפת,רשימה ערבית מאוחדת של חדש תעל ובלד בראשות יוסף ג'בארין,8,5.6,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",יהדות התורה,יהדות התורה בראשות משה גפני,8,5.3,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית","ש""ס",שס בראשות אריה דרעי,7,4.9,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית","רע""ם",רעם בראשות דר מנסור עבאס,5,4.2,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הציונות הדתית,רשימה מאוחדת של הציונות הדתית בראשות סמוטריץ' עם זהות בראשות משה פייגלין,4,3.3,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",בית ציוני,בית ציוני - המילואימניקים,0,3.0,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",עמך ישראל,עמך ישראל,0,2.8,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הכלכלית החדשה,הכלכלית החדשה,0,1.6,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",כחול לבן,כחול לבן,0,1.1,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",מקום לכולנו,מקום לכולנו - שותפות יהודית ערבית,0,0.7,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הציבור החרדי,מפלגת הציבור החרדי,0,0.6,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",האחדות,האחדות,0,0.5,,1,2026-09-06
4120,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",אחר,ישראל תחילה,0,0.2,,1,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,24,17.6,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,22,15.4,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",ביחד,מפלגת ביחד - בראשות נפתלי בנט,15,12.5,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,10,7.9,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.4,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות משה גפני,8,5.5,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הרשימה המשותפת,רשימה ערבית משותפת של חדש תעל ובלד בראשות יוסף ג'בארין,8,5.4,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,7,5.2,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?","ש""ס",שס בראשות אריה דרעי,7,5.1,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הציונות הדתית,רשימה מאוחדת של הציונות הדתית בראשות סמוטריץ' עם זהות בראשות פייגלין,5,4.2,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?","רע""ם",רעם בראשות דר מנסור עבאס,5,4.0,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",בית ציוני,בית ציוני - המילואימניקים,0,3.0,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",עמך ישראל,עמך ישראל,0,2.3,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הכלכלית החדשה,הכלכלית החדשה,0,2.0,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",כחול לבן,כחול לבן,0,0.7,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",האחדות,האחדות,0,0.7,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",מקום לכולנו,מקום לכולנו - שותפות יהודית ערבית,0,0.5,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",הציבור החרדי,מפלגת הציבור החרדי,0,0.4,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,main,1,"אם לקראת הבחירות לכנסת יתאחדו מפלגות הציונות הדתית בראשות בצלאל סמוטריץ' ומפלגת זהות בראשות משה פייגלין, לאיזו מפלגה היית מצביע?",אחר,ישראל תחילה,0,0.2,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",ישר,ישר! עם איזנקוט בראשות גדי איזנקוט,24,17.3,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הליכוד,הליכוד בראשות בנימין נתניהו,21,14.2,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",ביחד,מפלגת ביחד - בראשות נפתלי בנט,15,12.1,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,10,8.4,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הדמוקרטים,הדמוקרטים בראשות יאיר גולן,10,8.5,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר עם טלי גוטליב,8,5.7,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הרשימה המשותפת,רשימה ערבית מאוחדת של חדש תעל ובלד בראשות יוסף ג'בארין,8,5.6,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",יהדות התורה,יהדות התורה בראשות משה גפני,8,5.3,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית","ש""ס",שס בראשות אריה דרעי,7,4.9,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית","רע""ם",רעם בראשות דר מנסור עבאס,5,4.2,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הציונות הדתית,רשימה מאוחדת של הציונות הדתית בראשות סמוטריץ' עם זהות בראשות משה פייגלין,4,3.3,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",בית ציוני,בית ציוני - המילואימניקים,0,3.0,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",עמך ישראל,עמך ישראל,0,2.8,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הכלכלית החדשה,הכלכלית החדשה,0,1.6,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",כחול לבן,כחול לבן,0,1.1,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",מקום לכולנו,מקום לכולנו - שותפות יהודית ערבית,0,0.7,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",הציבור החרדי,מפלגת הציבור החרדי,0,0.6,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",האחדות,האחדות,0,0.5,,0,2026-09-06
4121,לזר מחקרים,וואלה,2026-09-01,2026-09-02,500,internet,scenario,2,"בנוסף לאיחוד סמוטריץ'-פייגלין, טלי גוטליב עוזבת את הליכוד ומצטרפת לעוצמה יהודית",אחר,ישראל תחילה,0,0.2,,0,2026-09-06
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",ישר,מפלגת ישר! בראשות גדי איזנקוט,24,19.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",הליכוד,הליכוד בראשות בנימין נתניהו,21,16.6,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",ביחד,"""ביחד"" בראשות נפתלי בנט",13,10.3,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,9,7.1,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.1,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",יהדות התורה,יהדות התורה בראשות משה גפני,8,6.3,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,7,5.5,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?","ש""ס","ש""ס בראשות אריה דרעי",7,5.5,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",הרשימה המשותפת,"חד""ש-תע""ל ובל""ד בראשות יוסף ג'אברין",7,5.5,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ' וזהות (משה פייגלין),6,4.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?","רע""ם","רע""מ בראשות מנסור עבאס",5,4.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",עמך ישראל,מפלגת ימין חדשה בראשות עופר וינטר,4,3.3,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",כחול לבן,כחול לבן בראשות בני גנץ,0,1.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",בית ציוני,בית ציוני- המילואימניקים בראשות חילי טרופר ויועז הנדל,0,2.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,main,1,"תחזית המנדטים (1) – מצב נוכחי: אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע?",האחדות,האחדות בראשות גלעד ארדן,0,0.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,ישר,"איחוד של מפלגות ישר ! וביחד (נפתלי בנט ויאיר לפיד), בראשות גדי איזנקוט",36,28.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,הליכוד,הליכוד בראשות בנימין נתניהו,21,16.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,10,8.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,8,6.4,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,יהדות התורה,יהדות התורה בראשות משה גפני,8,6.4,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,7,5.6,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,"ש""ס","ש""ס בראשות אריה דרעי",7,5.6,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,הרשימה המשותפת,"חד""ש-תע""ל ובל""ד בראשות יוסף ג'אברין",7,5.6,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ' וזהות (משה פייגלין),6,4.8,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,עמך ישראל,עמך ישראל בראשות עופר וינטר,5,4.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,"רע""ם","רע""מ בראשות מנסור עבאס",5,4.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,כחול לבן,כחול לבן בראשות בני גנץ,0,1.5,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,בית ציוני,בית ציוני- המילואימניקים בראשות חילי טרופר ויועז הנדל,0,2.0,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,2,תחזית המנדטים (2): אם יהיה איחוד בראשות גדי איזנקוט של המפלגות ישר! וביחד של נפתלי בנט ויאיר לפיד,האחדות,האחדות בראשות גלעד ארדן,0,0.7,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,3,תחזית המנדטים (3): אם יהיה איחוד של מפלגת הציונות הדתית (בצלאל סמוטריץ') וזהות (משה פייגלין) ועמך ישראל (עופר וינטר),ישר,ישר ! בראשות גדי איזנקוט,24,19.2,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,3,תחזית המנדטים (3): אם יהיה איחוד של מפלגת הציונות הדתית (בצלאל סמוטריץ') וזהות (משה פייגלין) ועמך ישראל (עופר וינטר),הליכוד,הליכוד בראשות בנימין נתניהו,21,16.8,,1,2026-09-07
4123,קנטאר,ישראל היום,2026-09-02,2026-09-03,555,internet,scenario,3,תחזית המנדטים (3): אם יהיה איחוד של מפלגת הציונות הדתית (בצלאל סמוטריץ') וזהות (משה פייגלין) ועמך ישראל (עופר וינטר),ביחד,ביחד בראשות נפתלי בנט,12,9.6,,1,2026-09-07
